"","710.G7","330.C4","630.G3","215.A9","330.C6","310.B7","605.F1","730.H5","830.G5","510.3","730.H6","210.A6","515.2","525.2","815.F12","810.H10","505.D10","630.G2","405.C9","830.G6","315.B12","430.D8","510.2","725.H2","810.H12","405.C7","415.D2","625.F12","825.G2","725.H1","715.G11","410.C10","715.G12","215.A8","410.C12","210.A5","710.G9","815.F11","510.1","730.H4","515.3","225.A12","410.C11","805.H9","815.F10","605.F2","830.G4","705.G5","325.C2","630.G1","805.H7","205.A2","825.G1","230.B2","810.H11","725.H3","315.B10","610.F5","205.A3","610.F6","825.G3","415.D1","215.A7","415.D3","210.A4","610.F4","205.A1","310.B9","430.D9","425.D4","525.3","530.1","710.G8","330.C5","225.A11","515.1","405.C8","615.F7","230.B1","705.G6","505.D12","805.H8","430.D7","625.F11","325.C1","605.F3","310.B8","230.B3","305.B5","615.F9","505.D11","705.G4","530.3","625.F10","305.B4","530.2","715.G10","425.D6","305.B6","615.F8","425.D5","315.B11"
"825.G1",0.746478873239437,0.811320754716981,0.856328392246294,0.718670076726343,0.850746268656716,0.759036144578313,0.604395604395604,0.903576982892691,0.848515864892528,0.642611683848797,0.893276414087513,0.781746031746032,0.712871287128713,0.642553191489362,0.553333333333333,0.729559748427673,0.666666666666667,0.908750934928945,0.724137931034483,0.850467289719626,0.772727272727273,0.808510638297872,0.692307692307692,0.681388012618297,0.662745098039216,0.64968152866242,0.736363636363636,0.901840490797546,0.564853556485356,0.67003367003367,0.684931506849315,0.732758620689655,0.728643216080402,0.762331838565022,0.677725118483412,0.71356783919598,0.711538461538462,0.714285714285714,0.682008368200837,0.84672435105068,0.770897832817337,0.631372549019608,0.619771863117871,0.666666666666667,0.538461538461538,0.59882005899705,0.847908745247148,0.546448087431694,0.758700696055684,0.890196078431372,0.765765765765766,0.968375875310594,0,0.862445414847162,0.674418604651163,0.573275862068966,0.777777777777778,0.668918918918919,0.969968515379026,0.740820734341253,0.52112676056338,0.685185185185185,0.71875,0.675174013921114,0.800632911392405,0.706036745406824,0.973123262279889,0.684615384615385,0.777777777777778,0.644578313253012,0.625,0.791489361702128,0.701960784313725,0.865060240963855,0.723991507430998,0.716494845360825,0.707762557077626,0.683116883116883,0.860182370820669,0.613756613756614,0.654545454545455,0.924705882352941,0.857142857142857,0.895966029723992,0.713498622589532,0.635179153094462,0.702702702702703,0.891696750902527,0.71195652173913,0.772020725388601,0.626943005181347,0.528735632183908,0.814634146341463,0.894736842105263,0.690666666666667,0.836565096952909,0.833333333333333,0.696629213483146,0.767619047619048,0.673130193905817,0.518248175182482,0.74496644295302
"230.B2",0.823008849557522,0.709565217391304,0.528390113560454,0.780415430267062,0.588483146067416,0.810924369747899,0.854423292273236,0.690451206715635,0.585472761427677,0.833150384193194,0.646756583172768,0.738434163701068,0.794921875,0.878362573099415,0.85,0.884861407249467,0.929611650485437,0.569749616760348,0.917375455650061,0.589430894308943,0.916666666666667,0.706422018348624,0.847682119205298,0.751196172248804,0.856,0.830835117773019,0.754716981132076,0.916666666666667,0.906868451688009,0.746293245469522,0.864035087719298,0.868544600938967,0.929181929181929,0.707317073170732,0.89410348977136,0.719056974459725,0.92512077294686,0.82531894013739,0.855646100116414,0.591322603219034,0.806998939554613,0.837714285714286,0.868629671574179,0.904397705544933,0.892497200447928,0.820646506777894,0.569907735982967,0.801217038539554,0.783063748810657,0.626829268292683,0.903462749213012,0.944521497919556,0.862445414847162,0,0.848547717842324,0.765682656826568,0.90632318501171,0.831877729257642,0.956622446830912,0.776546629732225,0.848205128205128,0.798728813559322,0.735059760956175,0.743101807802093,0.70926517571885,0.79020979020979,0.961507293354943,0.863636363636364,0.724787935909519,0.777310924369748,0.921800947867299,0.71743119266055,0.883428571428571,0.550344827586207,0.660861594867094,0.785714285714286,0.926102502979738,0.800995024875622,0.528313627878034,0.777555110220441,0.902380952380952,0.964116094986807,0.680379746835443,0.928297055057618,0.798575788402848,0.842502696871629,0.825327510917031,0.549768518518518,0.797570850202429,0.933579335793358,0.888667992047714,0.830578512396694,0.648582995951417,0.940754039497307,0.762814070351759,0.609538002980626,0.955,0.805327868852459,0.820087336244541,0.81855249745158,0.850111856823266,0.85838779956427
"810.H11",0.795180722891566,0.823529411764706,0.857297297297297,0.763097949886105,0.870892018779343,0.778947368421053,0.694704049844237,0.911544227886057,0.865365853658537,0.663716814159292,0.882233502538071,0.742753623188406,0.721238938053097,0.752650176678445,0.695402298850575,0.579234972677596,0.76984126984127,0.894584837545126,0.824701195219124,0.869469026548673,0.76865671641791,0.814671814671815,0.718562874251497,0.671554252199413,0.663366336633663,0.740331491712707,0.725409836065574,0.848571428571429,0.700348432055749,0.64797507788162,0.788235294117647,0.742857142857143,0.82995951417004,0.732793522267207,0.806949806949807,0.681614349775785,0.7421875,0.798657718120805,0.790940766550523,0.836639439906651,0.811320754716981,0.768976897689769,0.710610932475884,0.734177215189873,0.763239875389408,0.571059431524548,0.842293906810036,0.705314009661836,0.757828810020877,0.867041198501873,0.732283464566929,0.962905027932961,0.674418604651163,0.848547717842324,0,0.546875,0.730496453900709,0.697674418604651,0.96025855877424,0.718199608610568,0.637717121588089,0.634408602150538,0.74537037037037,0.661795407098121,0.779411764705882,0.673659673659674,0.966544454628781,0.727272727272727,0.791411042944785,0.673684210526316,0.705882352941177,0.791505791505791,0.782178217821782,0.861047835990888,0.722543352601156,0.752293577981651,0.752808988764045,0.621247113163972,0.851207729468599,0.643192488262911,0.76865671641791,0.933484504913076,0.855491329479769,0.896969696969697,0.712895377128954,0.695774647887324,0.744186046511628,0.894463667820069,0.75,0.842323651452282,0.778801843317972,0.676767676767677,0.800904977375566,0.896678966789668,0.730496453900709,0.836363636363636,0.868421052631579,0.698019801980198,0.821989528795812,0.65281173594132,0.614906832298137,0.786127167630058
"725.H3",0.730088495575221,0.787965616045845,0.768421052631579,0.685152057245081,0.790123456790123,0.744,0.700680272108844,0.858321870701513,0.776419213973799,0.651416122004357,0.824434389140271,0.68452380952381,0.702797202797203,0.741935483870968,0.632478632478632,0.687242798353909,0.806451612903226,0.840531561461794,0.838274932614555,0.78515625,0.845360824742268,0.786833855799373,0.731277533039648,0.521197007481297,0.716312056737589,0.70954356846473,0.680921052631579,0.85609756097561,0.714987714987715,0.530183727034121,0.756521739130435,0.775,0.82016348773842,0.661237785016287,0.778364116094987,0.614840989399293,0.803191489361702,0.753086419753086,0.764127764127764,0.77482088024565,0.775967413441955,0.721040189125296,0.712296983758701,0.663299663299663,0.673469387755102,0.577909270216962,0.776384535005225,0.614232209737828,0.736227045075125,0.811447811447811,0.732534930139721,0.947769314472252,0.573275862068966,0.765682656826568,0.546875,0,0.786069651741294,0.668103448275862,0.952059576448685,0.673534072900158,0.564053537284895,0.630081300813008,0.677536231884058,0.636060100166945,0.71,0.642987249544627,0.955396966993756,0.752336448598131,0.733990147783251,0.66,0.755102040816326,0.755485893416928,0.777777777777778,0.80561122244489,0.66510172143975,0.679856115107914,0.813953488372093,0.62748643761302,0.776623376623377,0.597069597069597,0.788659793814433,0.923769923769924,0.802955665024631,0.89009009009009,0.691148775894539,0.705263157894737,0.741379310344828,0.813479623824451,0.708955223880597,0.850415512465374,0.707581227436823,0.558139534883721,0.747126436781609,0.882175226586103,0.668508287292818,0.761797752808989,0.913793103448276,0.694656488549618,0.786435786435786,0.652173913043478,0.615384615384615,0.785407725321888
"315.B10",0.783783783783784,0.833333333333333,0.899386503067485,0.793313069908815,0.897574123989218,0.822222222222222,0.66824644549763,0.939542483660131,0.895081967213115,0.737991266375546,0.92,0.796380090497738,0.771929824561403,0.687861271676301,0.764705882352941,0.7890625,0.676056338028169,0.923137254901961,0.75886524822695,0.896725440806045,0.734177215189873,0.813725490196078,0.696428571428571,0.84965034965035,0.647668393782383,0.706349206349206,0.783068783068783,0.884745762711864,0.785310734463277,0.819548872180451,0.773913043478261,0.635294117647059,0.737226277372263,0.786458333333333,0.691275167785235,0.773809523809524,0.684931506849315,0.750741839762611,0.672316384180791,0.860776439089692,0.731800766283525,0.678756476683938,0.601990049751244,0.873626373626374,0.781990521327014,0.696750902527076,0.878954607977992,0.763157894736842,0.804878048780488,0.899791231732777,0.867158671586716,0.983046964490263,0.777777777777778,0.90632318501171,0.730496453900709,0.786069651741294,0,0.717948717948718,0.98229653307106,0.770573566084788,0.733788395904437,0.679389312977099,0.782608695652174,0.766937669376694,0.842105263157895,0.724137931034483,0.981664315937941,0.666666666666667,0.778364116094987,0.718518518518519,0.703703703703704,0.784313725490196,0.730569948186529,0.895833333333333,0.775061124694376,0.766871165644172,0.694267515923567,0.746130030959752,0.909189189189189,0.734177215189873,0.708860759493671,0.968672712283594,0.879725085910653,0.918181818181818,0.727574750830565,0.616326530612245,0.743589743589744,0.915869980879541,0.758169934640523,0.66412213740458,0.827160493827161,0.727272727272727,0.83001808318264,0.888888888888889,0.763578274760383,0.875757575757576,0.847457627118644,0.73469387755102,0.83585313174946,0.79933110367893,0.735849056603774,0.771186440677966
"610.F5",0.626760563380282,0.758490566037736,0.824401368301026,0.59079283887468,0.808457711442786,0.680722891566265,0.67032967032967,0.903576982892691,0.834186284544524,0.608247422680412,0.876200640341515,0.670634920634921,0.663366336633663,0.582978723404255,0.693333333333333,0.773584905660377,0.715686274509804,0.880329094988781,0.704433497536946,0.836448598130841,0.763636363636364,0.748936170212766,0.601398601398601,0.741324921135647,0.670588235294118,0.592356687898089,0.640909090909091,0.874233128834356,0.765690376569038,0.747474747474748,0.664383561643836,0.681034482758621,0.718592964824121,0.663677130044843,0.658767772511848,0.658291457286432,0.740384615384615,0.659147869674185,0.564853556485356,0.822002472187886,0.634674922600619,0.623529411764706,0.634980988593156,0.807511737089202,0.6996336996337,0.634218289085546,0.820025348542459,0.672131147540984,0.665893271461717,0.849019607843137,0.807807807807808,0.970182968149989,0.668918918918919,0.831877729257642,0.697674418604651,0.668103448275862,0.717948717948718,0,0.968515379026399,0.637149028077754,0.695774647887324,0.598765432098765,0.59375,0.619489559164733,0.759493670886076,0.611548556430446,0.968489341983318,0.607692307692308,0.691609977324263,0.578313253012048,0.678571428571429,0.753191489361702,0.67843137254902,0.804819277108434,0.681528662420382,0.618556701030928,0.71689497716895,0.61038961038961,0.845997973657548,0.687830687830688,0.581818181818182,0.962352941176471,0.779503105590062,0.900212314225053,0.636363636363636,0.667752442996743,0.608108108108108,0.848375451263538,0.668478260869565,0.740932642487047,0.772020725388601,0.64367816091954,0.782113821138211,0.902834008097166,0.648,0.800554016620499,0.833333333333333,0.623595505617977,0.775238095238095,0.645429362880886,0.605839416058394,0.664429530201342
"205.A3",0.971338353169784,0.963786385514554,0.954989384288747,0.964962121212121,0.958593918481777,0.97406962785114,0.963955187530443,0.950771635084978,0.936382536382536,0.968962172647915,0.961425576519916,0.956190915379294,0.961765400047203,0.972959685349066,0.972417130413743,0.971573114912069,0.983651226158038,0.962862669245648,0.983151635282458,0.927489869908296,0.984702689365902,0.96839414362073,0.969895605729546,0.935974927244235,0.978473581213307,0.96816976127321,0.953662532178797,0.893868450390189,0.978388998035363,0.952112039756042,0.975757575757576,0.979335793357934,0.987599206349206,0.963542883851367,0.981206726013848,0.958402268967147,0.983667409057164,0.970226843100189,0.978388998035363,0.958638517880224,0.973532242540905,0.974559686888454,0.97412109375,0.913125146748063,0.978080857282026,0.960690316395014,0.955863262656859,0.955227435103596,0.963883677298311,0.960024726973006,0.967354776764282,0.209927360774818,0.969968515379026,0.956622446830912,0.96025855877424,0.952059576448685,0.98229653307106,0.968515379026399,0,0.956238361266294,0.973734479465138,0.968246331489055,0.963006876926725,0.955909943714822,0.957446808510638,0.947793070716659,0.188366670757148,0.975568043000244,0.961628451099672,0.959183673469388,0.982745871333498,0.964211015570532,0.980430528375734,0.963113875187647,0.950743494423792,0.967306325515281,0.981243830207305,0.959222380275012,0.955186721991701,0.953455236285918,0.97779422649889,0.985121378230227,0.967835604199241,0.883141361256545,0.962821734985701,0.964734299516908,0.970452894163236,0.951426836672738,0.947631516305641,0.988574267262792,0.972031287034842,0.961253288686917,0.950089928057554,0.898775132886526,0.954847908745247,0.961361141602634,0.99352105656616,0.961804726665075,0.879302432308398,0.968526466380544,0.967859751643535,0.971919632050351
"610.F6",0.729490022172949,0.724533715925395,0.779693486590038,0.609318996415771,0.769309989701339,0.671342685370741,0.709090909090909,0.870612525808672,0.793706293706294,0.7117903930131,0.835144927536232,0.633383010432191,0.621716287215412,0.72636815920398,0.717344753747323,0.785567010309278,0.838274932614555,0.828457446808511,0.821621621621622,0.786901270772238,0.813953488372093,0.783359497645212,0.713024282560706,0.695380774032459,0.758293838862559,0.683991683991684,0.630971993410214,0.865689865689866,0.778325123152709,0.66622864651774,0.703703703703704,0.779448621553885,0.836065573770492,0.65415986949429,0.788359788359788,0.670796460176991,0.802666666666667,0.685512367491166,0.70935960591133,0.772540983606557,0.689795918367347,0.710900473933649,0.734883720930233,0.831365935919056,0.772727272727273,0.652173913043478,0.792887029288703,0.696060037523452,0.665551839464883,0.797809604043808,0.836,0.95254680017414,0.740820734341253,0.776546629732225,0.718199608610568,0.673534072900158,0.770573566084788,0.637149028077754,0.956238361266294,0,0.727969348659004,0.674134419551935,0.666061705989111,0.608695652173913,0.607008760951189,0.613138686131387,0.96163283515503,0.718969555035129,0.733552631578947,0.587174348697395,0.805626598465473,0.786499215070644,0.744075829383886,0.767301905717151,0.623824451410658,0.661261261261261,0.808290155440414,0.641304347826087,0.79896013864818,0.673394495412844,0.741602067183463,0.951456310679612,0.765721331689272,0.884580703336339,0.626415094339623,0.69620253164557,0.667386609071274,0.835294117647059,0.674766355140187,0.844444444444444,0.801084990958409,0.669902912621359,0.774936061381074,0.89409984871407,0.619926199261993,0.793025871766029,0.873198847262248,0.62906309751434,0.742774566473988,0.659090909090909,0.673469387755102,0.724731182795699
"825.G3",0.795918367346939,0.833616298811545,0.831196581196581,0.688888888888889,0.844727694090382,0.759590792838875,0.674698795180723,0.882527881040892,0.832046332046332,0.668571428571429,0.873493975903614,0.730017761989343,0.727861771058315,0.741496598639456,0.610027855153203,0.740053050397878,0.733840304182509,0.891117478510029,0.801526717557252,0.831693989071038,0.806451612903226,0.826086956521739,0.733333333333333,0.653679653679654,0.656050955414013,0.726541554959786,0.731462925851703,0.876230661040788,0.63758389261745,0.617151607963247,0.754985754985755,0.752577319587629,0.798449612403101,0.730693069306931,0.777777777777778,0.698030634573304,0.745318352059925,0.746724890829694,0.731543624161074,0.82258064516129,0.795811518324607,0.700636942675159,0.683229813664596,0.678350515463918,0.614457831325301,0.603015075376884,0.837264150943396,0.642352941176471,0.775510204081633,0.848007414272475,0.760204081632653,0.968345965225145,0.52112676056338,0.848205128205128,0.637717121588089,0.564053537284895,0.733788395904437,0.695774647887324,0.973734479465138,0.727969348659004,0,0.702349869451697,0.742663656884876,0.640816326530612,0.736613603473227,0.704545454545455,0.974857142857143,0.717868338557994,0.8,0.672634271099744,0.68904593639576,0.765595463137996,0.777070063694268,0.840269966254218,0.705660377358491,0.731543624161074,0.748201438848921,0.675675675675676,0.841300191204589,0.62929061784897,0.756272401433692,0.937031484257871,0.834992887624467,0.9000999000999,0.706161137440758,0.644808743169399,0.746478873239437,0.869751499571551,0.770491803278688,0.80952380952381,0.640449438202247,0.562653562653563,0.807121661721068,0.869801084990958,0.709677419354839,0.818181818181818,0.849372384937239,0.696385542168675,0.797945205479452,0.685714285714286,0.57957957957958,0.787114845938375
"415.D1",0.628205128205128,0.716845878136201,0.814364640883978,0.68019093078759,0.810096153846154,0.688888888888889,0.661129568106312,0.872146118721461,0.808955223880597,0.61128526645768,0.854922279792746,0.68796992481203,0.643518518518518,0.627376425855513,0.689024390243902,0.728323699421965,0.732758620689655,0.873992673992674,0.74025974025974,0.800904977375566,0.741935483870968,0.72289156626506,0.64968152866242,0.706948640483384,0.625441696113074,0.631578947368421,0.670940170940171,0.885294117647059,0.752808988764045,0.694533762057878,0.6875,0.7,0.753303964757709,0.713080168776371,0.690376569037657,0.63849765258216,0.720338983050847,0.695550351288056,0.685393258426966,0.777777777777778,0.646723646723647,0.632508833922262,0.580756013745705,0.797356828193833,0.760797342192691,0.651226158038147,0.79436964504284,0.700507614213198,0.721132897603486,0.824427480916031,0.833795013850416,0.966778900112233,0.685185185185185,0.798728813559322,0.634408602150538,0.630081300813008,0.679389312977099,0.598765432098765,0.968246331489055,0.674134419551935,0.702349869451697,0,0.640776699029126,0.620915032679739,0.733333333333333,0.603911980440098,0.970534069981584,0.6875,0.688699360341151,0.627777777777778,0.761904761904762,0.714859437751004,0.703180212014134,0.792540792540793,0.643286573146293,0.658653846153846,0.781376518218624,0.641646489104116,0.822660098522167,0.684729064039409,0.685483870967742,0.960092095165004,0.785714285714286,0.888659793814433,0.647058823529412,0.659701492537313,0.635802469135803,0.836267605633803,0.691919191919192,0.755656108597285,0.777777777777778,0.659574468085106,0.751166407465008,0.888888888888889,0.657568238213399,0.784,0.846153846153846,0.651041666666667,0.772151898734177,0.629820051413882,0.642384105960265,0.680981595092024
"215.A7",0.634408602150538,0.686084142394822,0.749222797927461,0.55741127348643,0.744394618834081,0.652380952380952,0.728531855955679,0.852983988355167,0.780281690140845,0.646437994722955,0.806829268292683,0.591216216216216,0.66260162601626,0.665634674922601,0.701030927835051,0.807881773399015,0.815068493150685,0.823157894736842,0.800687285223368,0.766949152542373,0.798701298701299,0.720430107526882,0.641711229946524,0.709141274238227,0.755102040816326,0.641791044776119,0.670454545454545,0.864864864864865,0.859327217125382,0.718475073313783,0.715789473684211,0.7375,0.797909407665505,0.602996254681648,0.739130434782609,0.580246913580247,0.790540540540541,0.691991786447639,0.63914373088685,0.759197324414716,0.669099756690998,0.661807580174927,0.720797720797721,0.836575875486381,0.756232686980609,0.662763466042155,0.749144811858609,0.656387665198238,0.691714836223507,0.799638989169675,0.809976247030879,0.960575858250277,0.71875,0.735059760956175,0.74537037037037,0.677536231884058,0.782608695652174,0.59375,0.963006876926725,0.666061705989111,0.742663656884876,0.640776699029126,0,0.603082851637765,0.686111111111111,0.663113006396588,0.966394187102634,0.706896551724138,0.697542533081285,0.6,0.756410256410256,0.695340501792115,0.725947521865889,0.742919389978213,0.595706618962433,0.647058823529412,0.798045602605863,0.59830866807611,0.791627906976744,0.665236051502146,0.701298701298701,0.955979457079971,0.73224043715847,0.900970873786408,0.649667405764967,0.70126582278481,0.609375,0.804347826086957,0.640350877192982,0.829181494661922,0.810126582278481,0.68348623853211,0.72972972972973,0.893470790378007,0.611231101511879,0.730864197530864,0.880597014925373,0.648648648648649,0.752039151712887,0.665924276169265,0.679558011049724,0.683937823834197
"415.D3",0.656324582338902,0.642105263157895,0.697628458498024,0.52851711026616,0.725239616613419,0.601713062098501,0.696078431372549,0.845179451090781,0.784172661870504,0.63849765258216,0.822761194029851,0.568075117370892,0.50278293135436,0.681081081081081,0.645977011494253,0.770419426048565,0.787610619469027,0.78804347826087,0.816568047337278,0.771947527749748,0.814084507042254,0.702479338842975,0.657957244655582,0.628088426527958,0.697435897435897,0.648106904231626,0.60695652173913,0.860228716645489,0.770053475935829,0.626886145404664,0.695550351288056,0.73841961852861,0.808383233532934,0.524956970740103,0.757225433526012,0.624765478424015,0.807580174927114,0.588014981273408,0.700534759358289,0.75635593220339,0.663755458515284,0.671794871794872,0.673366834170854,0.796791443850267,0.725490196078431,0.594936708860759,0.74025974025974,0.624750499001996,0.590106007067138,0.738528138528138,0.816239316239316,0.948268303375712,0.675174013921114,0.743101807802093,0.661795407098121,0.636060100166945,0.766937669376694,0.619489559164733,0.955909943714822,0.608695652173913,0.640816326530612,0.620915032679739,0.603082851637765,0,0.650586701434159,0.608527131782946,0.961806335654909,0.721518987341772,0.677083333333333,0.546038543897216,0.738161559888579,0.715702479338843,0.728205128205128,0.734715025906736,0.557755775577558,0.525812619502868,0.774011299435028,0.576923076923077,0.766488413547237,0.60233918128655,0.729577464788732,0.941843971631206,0.648267008985879,0.892293407613742,0.55421686746988,0.67420814479638,0.596287703016241,0.787610619469027,0.63817097415507,0.841463414634146,0.761996161228407,0.635610766045549,0.712,0.885532591414944,0.533333333333333,0.745624270711785,0.879365079365079,0.531568228105906,0.736363636363636,0.540322580645161,0.613691931540342,0.736720554272517
"210.A4",0.767741935483871,0.71824480369515,0.683429513602638,0.672627235213205,0.691228070175439,0.691616766467066,0.816091954022989,0.810110974106042,0.724295506473724,0.770334928229665,0.747054202670856,0.611904761904762,0.678378378378378,0.817863397548161,0.827044025157233,0.850152905198777,0.87037037037037,0.751344889420203,0.877551020408163,0.696308724832215,0.866906474820144,0.751861042183623,0.755627009646302,0.717525773195876,0.796954314720812,0.753846153846154,0.657216494845361,0.890688259109312,0.84695652173913,0.688172043010753,0.777070063694268,0.838028169014085,0.876635514018692,0.61381074168798,0.842778793418647,0.664850136239782,0.867647058823529,0.722448979591837,0.780869565217391,0.699563318777293,0.742033383915023,0.77326565143824,0.799666110183639,0.858267716535433,0.835796387520525,0.721481481481482,0.685333333333333,0.743589743589744,0.702737940026076,0.699115044247788,0.865470852017937,0.94625236195675,0.800632911392405,0.70926517571885,0.779411764705882,0.71,0.842105263157895,0.759493670886076,0.957446808510638,0.607008760951189,0.736613603473227,0.733333333333333,0.686111111111111,0.650586701434159,0,0.709902370990237,0.962596732588134,0.791946308724832,0.716859716859717,0.67065868263473,0.867857142857143,0.724565756823821,0.796954314720812,0.675814751286449,0.600991325898389,0.676795580110497,0.866666666666667,0.686546463245492,0.714285714285714,0.717086834733894,0.838129496402878,0.95903165735568,0.691836734693878,0.912363067292645,0.682403433476395,0.769828926905132,0.708860759493671,0.738227146814404,0.744318181818182,0.901701323251418,0.842105263157895,0.769005847953216,0.68664563617245,0.932530120481928,0.656821378340366,0.68241965973535,0.910852713178295,0.696531791907514,0.795586527293844,0.715925394548063,0.754098360655738,0.823343848580442
"610.F4",0.663956639566396,0.730081300813008,0.794178794178794,0.642857142857143,0.797525309336333,0.721822541966427,0.687150837988827,0.845368344274252,0.7984934086629,0.664893617021277,0.839530332681018,0.68081494057725,0.640081799591002,0.675,0.724675324675325,0.786600496277916,0.799307958477509,0.848101265822785,0.8125,0.793836344314559,0.770491803278688,0.726126126126126,0.638814016172507,0.682892906815021,0.694117647058824,0.694235588972431,0.603809523809524,0.801899592944369,0.777777777777778,0.6759941089838,0.745358090185676,0.753943217665615,0.802816901408451,0.672316384180791,0.743243243243243,0.614906832298137,0.781569965870307,0.710743801652893,0.660493827160494,0.762863534675615,0.666666666666667,0.670588235294118,0.660919540229885,0.819960861056751,0.770949720670391,0.622641509433962,0.762013729977117,0.614190687361419,0.662790697674419,0.809954751131222,0.832535885167464,0.952127659574468,0.706036745406824,0.79020979020979,0.673659673659674,0.642987249544627,0.724137931034483,0.611548556430446,0.947793070716659,0.613138686131387,0.704545454545455,0.603911980440098,0.663113006396588,0.608527131782946,0.709902370990237,0,0.949556918882072,0.698550724637681,0.657794676806084,0.573141486810552,0.799352750809062,0.72972972972973,0.723529411764706,0.79672131147541,0.600719424460432,0.644820295983087,0.802631578947368,0.604255319148936,0.805970149253731,0.568034557235421,0.724590163934426,0.952941176470588,0.769547325102881,0.838364167478092,0.598214285714286,0.668367346938776,0.653543307086614,0.829002514668902,0.576158940397351,0.856115107913669,0.800424628450106,0.644341801385681,0.742857142857143,0.803108808290155,0.591304347826087,0.762081784386617,0.871698113207547,0.619047619047619,0.681967213114754,0.654708520179372,0.632311977715877,0.681462140992167
"205.A1",0.976765799256506,0.967032967032967,0.958750255258321,0.966447517569712,0.961028192371476,0.974724264705882,0.967388772420219,0.954014323407463,0.938763257954773,0.970772442588727,0.960863425458947,0.960654288240495,0.96745027124774,0.975088131609871,0.973148148148148,0.97602581834947,0.984848484848485,0.965652417397797,0.982476912147762,0.931091058244463,0.988207547169811,0.971492204899777,0.973525313516024,0.942415126772669,0.978011695906433,0.968620212275035,0.956053811659193,0.962756849315068,0.974641934726462,0.957954052882531,0.981447124304267,0.979303857008467,0.988148850438493,0.96641289744738,0.980619238950603,0.964237211407877,0.985808893093661,0.970581579542883,0.97933787274008,0.959826050942224,0.973750863458439,0.976608187134503,0.973383142657016,0.916329284750337,0.980433263452131,0.961917871071347,0.958827199001872,0.961696306429549,0.963603684565266,0.963888888888889,0.967838272455778,0.213211791168462,0.973123262279889,0.961507293354943,0.966544454628781,0.955396966993756,0.981664315937941,0.968489341983318,0.188366670757148,0.96163283515503,0.974857142857143,0.970534069981584,0.966394187102634,0.961806335654909,0.962596732588134,0.949556918882072,0,0.975700934579439,0.965030262273033,0.955422794117647,0.984919886899152,0.965701559020045,0.979883040935672,0.967835051546392,0.958583834335337,0.970961887477314,0.979712196272706,0.961861520998865,0.954064309966048,0.960891314233743,0.981132075471698,0.987157695939566,0.971698113207547,0.946795646916566,0.965320556696327,0.966258377628842,0.970342910101946,0.953588143525741,0.953053783044667,0.989556135770235,0.970494779845665,0.964285714285714,0.956418554476807,0.966770048737262,0.959044368600683,0.963306621678617,0.993809523809524,0.963893967093236,0.948074807480748,0.971695959826524,0.969259431765254,0.978230662343678
"310.B9",0.701612903225806,0.801619433198381,0.871581450653983,0.707042253521127,0.856770833333333,0.75,0.670886075949367,0.9168,0.853347502656748,0.631372549019608,0.886792452830189,0.747863247863248,0.690217391304348,0.618090452261307,0.696969696969697,0.773049645390071,0.69047619047619,0.900076863950807,0.688622754491018,0.839024390243902,0.782608695652174,0.788018433179724,0.64,0.809364548494983,0.689497716894977,0.640287769784173,0.737623762376238,0.892857142857143,0.753694581280788,0.78494623655914,0.78125,0.63265306122449,0.742331288343558,0.760975609756098,0.611428571428571,0.712707182320442,0.686046511627907,0.752066115702479,0.645320197044335,0.860284605433376,0.700348432055749,0.634703196347032,0.60352422907489,0.841025641025641,0.780590717299578,0.65016501650165,0.827357237715803,0.727272727272727,0.741772151898734,0.876016260162602,0.824915824915825,0.976315190161694,0.684615384615385,0.863636363636364,0.727272727272727,0.752336448598131,0.666666666666667,0.607692307692308,0.975568043000244,0.718969555035129,0.717868338557994,0.6875,0.706896551724138,0.721518987341772,0.791946308724832,0.698550724637681,0.975700934579439,0,0.74320987654321,0.628378378378378,0.680851063829787,0.774193548387097,0.680365296803653,0.861460957178841,0.719540229885058,0.721590909090909,0.66120218579235,0.69054441260745,0.873817034700315,0.725146198830409,0.619565217391304,0.962873284907183,0.8125,0.924944812362031,0.712538226299694,0.645756457564576,0.669230769230769,0.899253731343284,0.716867469879518,0.719745222929936,0.794285714285714,0.711538461538462,0.820379965457686,0.903930131004367,0.705014749262537,0.836734693877551,0.819444444444444,0.6875,0.828220858895706,0.741538461538462,0.579831932773109,0.763358778625954
